,user_id,product_id,avg_score,user_rating,user_skintype,user_eyecolor,user_haircolor,user_skintone,user_age,demo
764,dancingdream99,P377710,4.4569,4,normal,brown,brunette,fair,,310
765,JenMBoston,P377710,4.4569,5,,,,,,439
766,ar216,P377710,4.4569,5,combination,blue,blonde,light,,121
767,autumncrush,P377710,4.4569,5,,blue,,light,18to24,131
768,snazyEllie,P377710,4.4569,5,,,,,,439
769,kkair162,P377710,4.4569,5,,,,,,439
770,IvyBuns,P377710,4.4569,5,,brown,,fair,18to24,330
771,nycer,P377710,4.4569,5,,,,,,439
772,BreeP,P377710,4.4569,5,combination,blue,auburn,fair,,150
773,laurentt7,P377710,4.4569,5,,green,,fair,18to24,030
774,jemsfirst,P377710,4.4569,5,,green,,medium,35to44,033
775,missmeos,P377710,4.4569,5,,brown,,light,18to24,331
776,laurp,P377710,4.4569,5,,blue,,light,25to34,131
777,CCFISHER1,P377710,4.4569,5,combination,brown,brunette,medium,,313
778,monymony7,P377710,4.4569,5,,brown,,light,25to34,331
779,newt78,P377710,4.4569,5,,blue,,fair,35to44,130
780,ladycat,P377710,4.4569,5,,brown,,light,35to44,331
781,WendyBird627,P377710,4.4569,5,,brown,,medium,18to24,333
782,janet2a50,P377710,4.4569,5,,brown,,deep,25to34,336
783,hp0322,P377710,4.4569,5,,,,,,439
784,Debza,P377710,4.4569,5,,,,,,439
785,czerwonalalka,P377710,4.4569,4,,blue,,fair,25to34,130
786,amadou,P377710,4.4569,5,,,,,45to54,439
787,cindydo,P377710,4.4569,2,,green,,light,45to54,031
788,ferlendee,P377710,4.4569,5,,brown,,medium,18to24,333
789,jedbird,P377710,4.4569,5,,green,,fair,45to54,030
790,pootieee,P377710,4.4569,5,,brown,,light,18to24,331
791,elliebenadi,P377710,4.4569,3,,,,,25to34,439
792,vdubgurl,P377710,4.4569,5,,green,,light,over54,031
793,LittleMichiba,P377710,4.4569,5,,brown,,light,25to34,331
794,OilfieldEls,P377710,4.4569,5,,blue,,light,25to34,131
795,angelg,P377710,4.4569,5,,brown,,medium,25to34,333
796,mic2con,P377710,4.4569,4,,,,,,439
797,saratheresa,P377710,4.4569,4,,brown,,olive,25to34,332
798,KristenSw,P377710,4.4569,2,,,,,,439
799,AshQueen25,P377710,4.4569,5,,,,,,439
800,biweichen1989,P410743,4.3916,5,,,,,,439
801,Turtlebugg2,P410743,4.3916,5,,green,,fair,25to34,030
802,Jaanu87,P410743,4.3916,5,,,,,,439
803,Raych7,P410743,4.3916,5,dry,blue,brunette,porcelain,,115
804,nancyh80,P410743,4.3916,5,,blue,,medium,35to44,133
805,bethany061415,P410743,4.3916,4,,,,,,439
806,DoudouMi,P410743,4.3916,5,,,,,,439
807,RoshK,P410743,4.3916,4,combination,brown,black,deep,,346
808,WinniSF,P410743,4.3916,5,combination,brown,brunette,medium,,313
809,raychult,P410743,4.3916,5,,,,,,439
810,meggaleg,P410743,4.3916,5,,,,,,439
812,genjerleigh,P410743,4.3916,5,,blue,,fair,45to54,130
813,soderpop,P410743,4.3916,5,,green,,light,18to24,031
814,loveingmakeup,P410743,4.3916,5,,,,,,439
815,Mrsjr11,P410743,4.3916,3,,brown,,olive,over54,332
816,sandy8833,P410743,4.3916,5,combination,brown,black,fair,,340
817,lovecups,P410743,4.3916,5,,,,,,439
818,CCthegr888,P410743,4.3916,5,,brown,,light,25to34,331
819,claudiaisa15,P410743,4.3916,5,dry,brown,brunette,olive,,312
820,pine09,P410743,4.3916,5,,brown,,olive,18to24,332
821,tamana,P410743,4.3916,5,,,,,,439
822,acctd14,P410743,4.3916,5,,green,,fair,25to34,030
823,shanaks,P410743,4.3916,4,,blue,,fair,45to54,130
824,Corin27,P410743,4.3916,5,,,,,,439
825,Lauren68,P410743,4.3916,5,,,,,,439
826,sephoraadora,P410743,4.3916,5,,brown,,light,25to34,331
827,klsih,P410743,4.3916,4,,brown,,light,18to24,331
828,Wavery,P410743,4.3916,5,dry,brown,brunette,light,,311
829,Rahn,P410743,4.3916,3,dry,brown,black,tan,over54,344
830,thevert,P410743,4.3916,5,,brown,,medium,25to34,333
831,Alienwon,P410743,4.3916,4,,,,,,439
832,Raych7,P410743,4.3916,5,dry,blue,brunette,porcelain,,115
833,ttokki,P410743,4.3916,5,,brown,,medium,18to24,333
834,krw14,P410743,4.3916,4,,,,,,439
835,misseskimo,P410743,4.3916,3,,,,,,439
836,AliaSin,P410743,4.3916,5,,blue,,light,18to24,131
837,midyw,P410743,4.3916,4,combination,brown,brunette,light,,311
838,maxiwarp,P410743,4.3916,5,,brown,,olive,,332
839,TiffanyMZ,P410743,4.3916,5,,,,,,439
840,eyelean1,P410743,4.3916,5,,brown,,medium,18to24,333
841,charlieauguste,P410743,4.3916,5,,,,,,439
842,lemonsqueezey,P410743,4.3916,5,combination,brown,brunette,medium,,313
843,katienne,P410743,4.3916,5,,,,,,439
844,nsweiss,P410743,4.3916,3,,brown,,olive,18to24,332
845,ksn182,P410743,4.3916,5,,,,,,439
846,BeautyNerd917,P410743,4.3916,5,dry,brown,black,dark,,347
847,cin327,P410743,4.3916,5,,,,,,439
848,JupitersGlow,P410743,4.3916,5,,,,,,439
849,DavyJones,P410743,4.3916,5,,,,,,439
850,rnick,P410743,4.3916,5,,,,,,439
851,martapoints,P410743,4.3916,4,,green,,light,25to34,031
852,LAdoesLA,P410743,4.3916,4,,brown,,olive,25to34,332
853,Mochapj,P410743,4.3916,5,,brown,,olive,35to44,332
854,FabyLedezma,P410743,4.3916,5,,brown,,light,18to24,331
855,beeboop12,P410743,4.3916,5,,brown,,medium,over54,333
856,jessicajys,P410743,4.3916,4,,brown,,medium,18to24,333
857,hollyhaw,P410743,4.3916,5,,,,,,439
858,cplush,P410743,4.3916,5,normal,green,brunette,light,,011
859,Tracy74,P410743,4.3916,5,,,,,,439
860,artcmakeup,P410743,4.3916,5,,,,,,439
861,Shirley0618,P410743,4.3916,5,combination,brown,brunette,medium,,313
862,zawahahaha,P410743,4.3916,5,,brown,,,25to34,339
863,krish13,P410743,4.3916,5,combination,brown,brunette,olive,,312
864,jk220,P410743,4.3916,5,,,,,,439
865,Sruss,P410743,4.3916,5,,blue,,fair,25to34,130
866,NYbella,P410743,4.3916,5,,brown,,medium,35to44,333
867,am608,P410743,4.3916,5,,brown,,fair,18to24,330
868,Cindy1996,P410743,4.3916,1,,,,,,439
869,shelbyadunn,P410743,4.3916,4,,green,,fair,18to24,030
870,GracieKat,P410743,4.3916,3,,,,,,439
871,eileenmx,P410743,4.3916,4,,,,,,439
872,annxry,P410743,4.3916,5,,brown,,light,18to24,331
873,cherrybomb27,P410743,4.3916,4,,brown,,deep,18to24,336
874,Anniexx,P410743,4.3916,5,,,,fair,18to24,430
875,jtaylorc97,P410743,4.3916,5,,brown,,deep,18to24,336
876,glamgirls2,P410743,4.3916,5,,brown,,fair,18to24,330
877,shanabell,P410743,4.3916,5,,,,,,439
878,meganlisa,P410743,4.3916,5,,blue,,light,45to54,131
879,BallsyMollsy,P410743,4.3916,4,,brown,,fair,25to34,330
880,librariandiva,P410743,4.3916,5,,brown,,light,45to54,331
881,Annelw,P410743,4.3916,4,,brown,,fair,25to34,330
882,TamraCH,P410743,4.3916,5,,hazel,,fair,35to44,230
883,ketchupyj,P410743,4.3916,4,,,,,,439
884,makeup1004,P410743,4.3916,5,,brown,,olive,25to34,332
885,greendiamond,P410743,4.3916,5,,blue,,light,35to44,131
886,Sharypie121,P410743,4.3916,5,,,,,,439
887,RinaF,P410743,4.3916,1,dry,brown,brunette,light,over54,311
888,lpark98,P410743,4.3916,5,,brown,,light,18to24,331
889,lisarae68,P410743,4.3916,4,,hazel,,medium,45to54,233
890,CLovesBeauty,P410743,4.3916,5,,hazel,,light,35to44,231
891,Marshemallows,P410743,4.3916,5,combination,brown,black,medium,25to34,343
892,Gwenhwyfar,P410743,4.3916,5,,hazel,,fair,25to34,230
893,lyravega,P410743,4.3916,5,,,,fair,,430
894,hotmama123,P410743,4.3916,5,,hazel,,light,35to44,231
895,ZiggyBebop,P410743,4.3916,5,,green,,fair,25to34,030
896,karmajones412,P410743,4.3916,4,,brown,,deep,35to44,336
897,greenteafueled,P410743,4.3916,5,,,brunette,porcelain,18to24,415
898,Melizalovesyou,P410743,4.3916,4,,brown,,olive,25to34,332
899,itsALI,P410743,4.3916,5,,hazel,,fair,25to34,230
900,Eliz27,P78834,4.4616,1,combination,blue,blonde,fair,,120
901,PHOEBEW3,P78834,4.4616,5,combination,blue,blonde,fair,,120
902,lizzeppelin,P78834,4.4616,5,combination,green,blonde,medium,,023
903,smoua,P78834,4.4616,5,combination,brown,black,medium,,343
904,LadyEquestrian,P78834,4.4616,5,combination,,blonde,fair,,420
905,shoediva202,P78834,4.4616,5,combination,brown,black,dark,,347
906,nikkilalaland,P78834,4.4616,5,combination,green,black,fair,,040
907,leilasophie,P78834,4.4616,5,,,,,,439
908,1Dflawless,P78834,4.4616,5,,brown,,light,45to54,331
909,kateekay,P78834,4.4616,2,,green,,fair,13to17,030
910,taycope,P78834,4.4616,5,,blue,,fair,18to24,130
911,insidersephora,P78834,4.4616,5,,brown,,medium,18to24,333
912,fgzmn,P78834,4.4616,5,,,,,,439
913,smartbutton,P78834,4.4616,5,,,,,,439
914,jonoe,P78834,4.4616,5,,blue,,light,45to54,131
915,sara0292,P78834,4.4616,4,,brown,,light,18to24,331
916,arianna98,P78834,4.4616,4,,brown,,deep,18to24,336
917,ashleymalfaro,P78834,4.4616,4,,green,,light,13to17,031
918,AditiSahu,P78834,4.4616,4,,,,,,439
919,natrillia,P78834,4.4616,5,,brown,,light,18to24,331
920,janethcecilia,P78834,4.4616,5,,hazel,,fair,18to24,230
921,CinnamonSug4r,P78834,4.4616,2,,,,,,439
923,aforever,P78834,4.4616,4,,brown,,olive,13to17,332
924,abby914,P78834,4.4616,5,,brown,,light,25to34,331
925,txrx,P78834,4.4616,5,,brown,,medium,25to34,333
926,uclagirl77,P78834,4.4616,5,,brown,,fair,25to34,330
927,kebuller,P78834,4.4616,5,,blue,,medium,18to24,133
928,rileyrace,P78834,4.4616,3,,green,,fair,13to17,030
929,Teresitaa,P78834,4.4616,5,,brown,,light,18to24,331
930,Gaby21,P78834,4.4616,5,,,,,,439
931,Chelbelle817,P78834,4.4616,5,,,,,,439
932,Jazminsf,P78834,4.4616,5,,brown,,light,18to24,331
933,jazzyjenn,P78834,4.4616,5,,blue,,fair,25to34,130
934,theurbanist,P78834,4.4616,5,,brown,,light,25to34,331
935,moxiemitzi,P78834,4.4616,2,,,,,,439
936,thesooz,P78834,4.4616,5,,green,,light,25to34,031
938,nonicknames,P78834,4.4616,5,,blue,,fair,35to44,130
939,madelinex,P78834,4.4616,5,,,,,,439
940,amanda6,P78834,4.4616,5,,green,,fair,25to34,030
941,Proudofmymp,P78834,4.4616,5,,hazel,,medium,18to24,233
942,AlissaTaylor13,P78834,4.4616,5,,green,,fair,13to17,030
944,aliendayze,P78834,4.4616,5,,,,,,439
945,elizabethclare,P78834,4.4616,5,,green,,fair,25to34,030
946,stef1982,P78834,4.4616,5,,green,,olive,25to34,032
947,misskeelin,P78834,4.4616,5,,blue,,fair,18to24,130
948,czzle,P78834,4.4616,5,,,,,,439
949,samhoff23,P78834,4.4616,4,,,,,,439
950,DanaAnderson,P78834,4.4616,4,,hazel,,light,25to34,231
951,EMMR,P78834,4.4616,4,,,,,,439
952,yasmineafif,P78834,4.4616,5,,brown,,medium,18to24,333
953,Jessika11,P78834,4.4616,5,,brown,,fair,18to24,330
954,alexjoson,P78834,4.4616,5,,,,,,439
955,kschom,P78834,4.4616,5,,blue,,fair,25to34,130
956,nathyp,P78834,4.4616,5,,,,,,439
957,teddybotz,P78834,4.4616,5,,brown,,fair,18to24,330
958,kp516,P78834,4.4616,5,,,,,,439
959,cen209,P78834,4.4616,5,,brown,,fair,25to34,330
960,maven42,P78834,4.4616,5,,,,,,439
961,cely978,P78834,4.4616,5,,brown,,medium,25to34,333
962,sugarbeetgirl,P78834,4.4616,5,,hazel,,fair,35to44,230
963,nicolerodz,P78834,4.4616,5,,brown,,medium,18to24,333
964,Sophiex,P78834,4.4616,4,,hazel,,medium,18to24,233
965,cmvmama,P78834,4.4616,4,,,,,35to44,439
966,samanthacarrie,P78834,4.4616,2,,,,,,439
967,amoore7516,P78834,4.4616,5,,,,,35to44,439
968,Annabellie,P78834,4.4616,4,,,,,,439
969,Danielle92,P78834,4.4616,5,,,,,,439
970,smolivet,P78834,4.4616,5,,,,,,439
971,barbie524,P78834,4.4616,4,,brown,,deep,25to34,336
972,BellaLiv,P78834,4.4616,5,,brown,,olive,45to54,332
973,lorgirl316,P78834,4.4616,5,,,,,,439
974,beautyJunkie53,P78834,4.4616,5,,brown,,olive,25to34,332
975,pinkvicious,P78834,4.4616,4,,brown,,medium,25to34,333
976,StrangeJem,P78834,4.4616,5,,green,,light,18to24,031
977,evictoria,P78834,4.4616,5,,brown,,olive,18to24,332
978,charski1,P78834,4.4616,5,,brown,,olive,45to54,332
979,Liz014111,P78834,4.4616,5,,blue,,light,18to24,131
980,hollyeller,P78834,4.4616,4,,blue,,fair,18to24,130
981,samitoothbrush,P78834,4.4616,5,,,,,,439
982,MavisDavis,P78834,4.4616,5,,,,,,439
983,NinaS4,P78834,4.4616,5,,green,,medium,13to17,033
984,DanMaria,P78834,4.4616,5,,hazel,,olive,25to34,232
985,JessMarieM,P78834,4.4616,5,,blue,,medium,18to24,133
986,neaphyte,P78834,4.4616,5,,blue,,light,25to34,131
987,Norcalgirl55,P78834,4.4616,5,,hazel,,light,35to44,231
988,keekabuu,P78834,4.4616,5,,gray,,fair,18to24,530
989,Hayley3712,P78834,4.4616,4,,blue,,light,13to17,131
990,ann27,P78834,4.4616,3,,green,,fair,35to44,030
991,ehmazing,P78834,4.4616,5,,brown,,medium,18to24,333
992,sarah5481,P78834,4.4616,2,,green,,fair,25to34,030
993,tsxo,P78834,4.4616,5,,,,,,439
994,mommavan,P78834,4.4616,4,,blue,,light,25to34,131
995,Juliannaj,P78834,4.4616,4,,brown,,light,18to24,331
996,marleneco,P78834,4.4616,5,,,,,,439
997,gggia,P78834,4.4616,5,,,,,,439
998,mindy079,P78834,4.4616,5,,brown,,olive,18to24,332
999,luvsmash,P78834,4.4616,5,,,,,35to44,439
1000,AFitzgibbons,P420411,4.4958,5,normal,brown,black,tan,,344
1001,karen47,P420411,4.4958,4,normal,brown,brunette,medium,,313
1002,uwsbeautyjunkie,P420411,4.4958,4,combination,brown,black,tan,18to24,344
1003,Miss2404,P420411,4.4958,5,,,,,,439
1004,JW04,P420411,4.4958,5,,,,,,439
1005,ExploreBeautyXO,P420411,4.4958,5,,brown,,medium,25to34,333
1006,jeanliu,P420411,4.4958,5,,brown,,light,25to34,331
1007,northripcircus,P420411,4.4958,5,,,,,,439
1008,nubianc,P420411,4.4958,4,,,,,,439
1009,juelzz,P420411,4.4958,3,,,,,,439
1010,efoos15,P420411,4.4958,5,combination,brown,red,medium,,303
1011,7Prettygirl,P420411,4.4958,5,combination,brown,black,medium,45to54,343
1012,xtine15,P420411,4.4958,4,combination,brown,black,light,,341
1013,debsbeats,P420411,4.4958,5,combination,hazel,brunette,light,45to54,211
1014,ycnp33,P420411,4.4958,5,,,,,,439
1015,Iheartlipstick1,P420411,4.4958,5,,green,,fair,,030
1016,Clodeyah,P420411,4.4958,5,,,,,,439
1017,RRubyC,P420411,4.4958,5,,,,,,439
1018,hasina21,P420411,4.4958,5,,,,,,439
1019,abladolcevita,P420411,4.4958,5,,,,,,439
1020,Ke13mool,P420411,4.4958,5,,,,,,439
1021,Moma1014,P420411,4.4958,5,,,,,,439
1022,fatimakamil,P420411,4.4958,5,,,,,,439
1023,Amberinalabama,P420411,4.4958,5,,,,,,439
1024,wakeup4makeup,P420411,4.4958,4,,,,,,439
1025,aiaraz,P420411,4.4958,5,,,,,,439
1026,michishiges,P420411,4.4958,5,combination,brown,blonde,medium,,323
1027,JV1027,P420411,4.4958,1,combination,brown,brunette,medium,,313
1028,cat,P420411,4.4958,5,,,,,,439
1029,MangoCookie,P420411,4.4958,5,combination,brown,brunette,medium,,313
1030,Liillymakeup,P420411,4.4958,5,combination,brown,black,olive,,342
1031,onelove,P420411,4.4958,5,combination,brown,black,medium,over54,343
1032,mszjewels,P420411,4.4958,5,,,,,,439
1033,semsim,P420411,4.4958,4,,,,,,439
1034,OkCourtney,P420411,4.4958,5,,,,,,439
1035,xachox,P420411,4.4958,5,,,,,,439
1036,gracebeautyx0,P420411,4.4958,5,,,,,,439
1037,Rochellelcr,P420411,4.4958,5,,brown,,light,25to34,331
1038,alyrush,P420411,4.4958,5,,brown,,fair,35to44,330
1039,chakito,P420411,4.4958,5,,,,,,439
1040,genesisgonzy,P420411,4.4958,5,,,,,,439
1041,Ceci89,P420411,4.4958,5,,,,,,439
1042,kleeeee,P420411,4.4958,5,,,,,,439
1043,murasaki77,P420411,4.4958,5,,,,,,439
1044,TotesTiffalish,P420411,4.4958,5,,brown,,medium,18to24,333
1045,LondonDiva,P420411,4.4958,5,,,,,,439
1046,itzrowwwmi,P420411,4.4958,5,,,,,,439
1047,Mandytree,P420411,4.4958,5,,,,,,439
1048,AGoodHue,P420411,4.4958,4,,brown,,light,25to34,331
1049,melissagailjenx,P420411,4.4958,5,,,,,,439
1050,saarah211,P420411,4.4958,5,,,,,,439
1051,edrei23,P420411,4.4958,5,,,,,,439
1052,Erica2188,P420411,4.4958,5,,,,,,439
1053,mattebeginner,P420411,4.4958,1,combination,brown,brunette,fair,,310
1054,kitkat88,P420411,4.4958,4,,,,,,439
1055,HeatherAshley,P420411,4.4958,5,,,,,,439
1056,AngeNoeValley,P420411,4.4958,3,combination,brown,brunette,olive,35to44,312
1057,baldiebre,P420411,4.4958,4,,,,,,439
1058,vancouverlady,P420411,4.4958,3,dry,green,blonde,fair,45to54,020
1059,pari79,P420411,4.4958,1,,,,,,439
1060,njgirl92,P420411,4.4958,3,,blue,,light,18to24,131
1061,itsanaddiction,P420411,4.4958,3,,brown,,light,18to24,331
1062,KatieNelson,P420411,4.4958,3,normal,blue,brunette,porcelain,25to34,115
1063,kmiz2003,P420411,4.4958,4,,blue,,light,25to34,131
1064,heyygurrrl,P420411,4.4958,5,,,,,,439
1065,lizSor,P420411,4.4958,5,,,,,,439
1066,HailzBailz,P420411,4.4958,1,,,,,,439
1067,fieldhockeygk11,P420411,4.4958,2,oily,blue,red,porcelain,,105
1068,samsmartypants,P420411,4.4958,3,,,,,,439
1069,Beautybymeech,P420411,4.4958,3,,,,,,439
1070,FeliceRaina,P420411,4.4958,5,,,,,,439
1071,Sparklrebel,P420411,4.4958,4,,,,,,439
1072,mrslcw,P420411,4.4958,1,combination,hazel,brunette,medium,,213
1073,nreppep,P420411,4.4958,5,,,,,,439
1074,candicelynn1985,P420411,4.4958,4,,,,,,439
1075,jadevallis,P420411,4.4958,5,,,,,,439
1076,Alexa96,P420411,4.4958,4,,,,,,439
1077,alstump,P420411,4.4958,4,,,,,,439
1078,katmakeitup,P420411,4.4958,5,,green,,fair,,030
1079,brittmarieee,P420411,4.4958,5,,,,,,439
1080,KathyC13,P420411,4.4958,4,,,,,,439
1081,LKEact,P420411,4.4958,5,,,,,,439
1082,sarahshter,P420411,4.4958,3,,brown,,light,25to34,331
1083,Sparklygirly,P420411,4.4958,3,,,,,,439
1084,JennyD101214,P420411,4.4958,5,,,,,,439
1085,Kaiminz,P420411,4.4958,4,,,,,,439
1086,beautybystephie,P420411,4.4958,5,,,,,,439
1087,FrenchC,P420411,4.4958,4,,,,,,439
1088,essrahh,P420411,4.4958,1,,,,,,439
1089,geodog,P420411,4.4958,5,,,,,,439
1090,tinaynm,P420411,4.4958,5,,,,,,439
1091,cherizeeee,P420411,4.4958,4,,,,,,439
1092,cortkneemua,P420411,4.4958,5,,,,,,439
1093,xrayleen,P420411,4.4958,4,,brown,,fair,18to24,330
1094,bethjoy,P420411,4.4958,5,,blue,,light,18to24,131
1095,ocdw,P420411,4.4958,2,,,,,,439
1096,luvstephy,P420411,4.4958,5,,,,,,439
1097,Eli188,P420411,4.4958,5,,,,,,439
1098,Mina4,P420411,4.4958,4,,brown,,fair,25to34,330
1099,maymay2009,P420411,4.4958,5,,,,,,439
1100,Anna666,P39787544,4.3004,5,oily,brown,black,tan,,344
1101,nvgget,P39787544,4.3004,4,oily,brown,black,tan,,344
1102,pinksewinglady,P39787544,4.3004,5,normal,brown,brunette,deep,45to54,316
1103,CMUfromCO,P39787544,4.3004,5,combination,brown,brunette,deep,,316
1104,Queenfhearts,P39787544,4.3004,4,dry,brown,black,ebony,,348
1105,Nonie2Tru,P39787544,4.3004,5,combination,brown,auburn,dark,,357
1106,JahLa,P39787544,4.3004,5,oily,brown,black,tan,,344
1107,SaraiCo,P39787544,4.3004,4,oily,brown,black,tan,18to24,344
1108,Rainsicle,P39787544,4.3004,5,combination,brown,black,medium,,343
1109,des80,P39787544,4.3004,4,dry,green,blonde,light,,021
1110,Sameermom,P39787544,4.3004,5,combination,brown,black,ebony,,348
1111,BukkyAA,P39787544,4.3004,5,normal,brown,black,ebony,,348
1112,Melissadeexo,P39787544,4.3004,5,normal,green,red,porcelain,,005
1113,cristinaarr,P39787544,4.3004,5,oily,brown,brunette,tan,,314
1114,RozayCovergirl,P39787544,4.3004,5,oily,brown,black,deep,,346
1115,kekkonsha1595,P39787544,4.3004,5,combination,brown,brunette,medium,,313
1116,lisanyc2,P39787544,4.3004,4,oily,brown,black,dark,,347
1117,kittycatxo,P39787544,4.3004,3,combination,blue,blonde,fair,,120
1118,Gelsy21,P39787544,4.3004,4,combination,hazel,black,medium,,243
1119,LibraLady31,P39787544,4.3004,5,combination,brown,black,dark,,347
1120,lovelyyyjayyy07,P39787544,4.3004,5,combination,brown,brunette,medium,,313
1121,Negaversed,P39787544,4.3004,4,combination,brown,black,ebony,,348
1122,loverockandroll,P39787544,4.3004,5,dry,green,brunette,light,,011
1123,angie24320,P39787544,4.3004,5,oily,brown,black,deep,,346
1124,MissKatyMae,P39787544,4.3004,5,combination,hazel,blonde,light,25to34,221
1125,NerdHunty,P39787544,4.3004,4,oily,green,black,medium,,043
1126,PinkStarburst,P39787544,4.3004,5,dry,blue,brunette,light,,111
1127,gabbycaballero,P39787544,4.3004,3,combination,brown,brunette,medium,,313
1128,oricakes,P39787544,4.3004,5,dry,brown,black,ebony,,348
1129,sophieonsephora,P39787544,4.3004,5,combination,brown,blonde,fair,,320
1130,iMissBoogy,P39787544,4.3004,5,dry,hazel,brunette,deep,,216
1131,Sahara1977,P39787544,4.3004,3,oily,brown,brunette,fair,,310
1132,kfo20,P39787544,4.3004,5,combination,brown,brunette,olive,25to34,312
1133,tarteaddict789,P39787544,4.3004,5,normal,green,brunette,porcelain,25to34,015
1134,StLeo,P39787544,4.3004,5,dry,brown,black,dark,,347
1135,megharp,P39787544,4.3004,4,normal,blue,blonde,porcelain,,125
1136,Ebonylm,P39787544,4.3004,4,oily,brown,brunette,fair,,310
1137,kamile7,P39787544,4.3004,5,combination,brown,black,dark,25to34,347
1138,princessmschris,P39787544,4.3004,5,normal,brown,black,deep,,346
1139,Nikkij17,P39787544,4.3004,5,dry,brown,blonde,tan,,324
1140,worldofme944,P39787544,4.3004,4,oily,brown,black,deep,,346
1141,chisomk,P39787544,4.3004,5,oily,brown,black,dark,,347
1142,HazelEyedQueen,P39787544,4.3004,5,combination,hazel,black,deep,25to34,246
1143,MsKMJ,P39787544,4.3004,5,combination,brown,brunette,medium,,313
1144,vantabic,P39787544,4.3004,5,combination,brown,brunette,medium,,313
1145,Dubs38,P39787544,4.3004,5,combination,blue,brunette,fair,,110
1146,lindseylynn,P39787544,4.3004,5,combination,blue,blonde,medium,,123
1147,verolin,P39787544,4.3004,5,combination,brown,brunette,medium,,313
1148,Yycbeautyaddict,P39787544,4.3004,3,combination,hazel,black,medium,,243
1149,Jen5305,P39787544,4.3004,5,combination,brown,black,deep,,346
1150,Jsyrup,P39787544,4.3004,4,oily,brown,black,dark,25to34,347
1151,jbeauty55,P39787544,4.3004,1,combination,brown,black,tan,,344
1152,nesibe,P39787544,4.3004,5,combination,brown,brunette,medium,,313
1153,Mirelly,P39787544,4.3004,4,combination,hazel,brunette,medium,18to24,213
1154,Brown801,P39787544,4.3004,4,combination,brown,black,dark,over54,347
1155,CynthiaLXR,P39787544,4.3004,5,dry,hazel,brunette,fair,,210
1156,ZAARAA,P39787544,4.3004,5,combination,brown,black,olive,,342
1157,EMZmomAge45,P39787544,4.3004,5,dry,blue,blonde,light,,121
1158,ZAARAA,P39787544,4.3004,5,combination,brown,black,olive,25to34,342
1159,Kenziiiie,P39787544,4.3004,2,normal,hazel,blonde,medium,,223
1160,ShirleyMunoz,P39787544,4.3004,5,oily,brown,black,light,,341
1161,Cari25,P39787544,4.3004,5,oily,brown,brunette,fair,,310
1162,AtmaKitten,P39787544,4.3004,3,combination,green,brunette,medium,,013
1163,Faru99,P39787544,4.3004,5,oily,brown,black,tan,,344
1164,laurenel1zabeth,P39787544,4.3004,5,combination,hazel,brunette,fair,,210
1165,Stooge,P39787544,4.3004,3,normal,brown,blonde,fair,over54,320
1166,filledecheveux,P39787544,4.3004,5,dry,brown,black,dark,,347
1167,marina3k,P39787544,4.3004,4,dry,green,red,light,over54,001
1168,thelovelyrosita,P39787544,4.3004,5,dry,brown,black,olive,,342
1169,howconnie,P39787544,4.3004,5,dry,brown,black,dark,,347
1170,NellaLaBella,P39787544,4.3004,5,combination,brown,brunette,olive,25to34,312
1171,RiriPooh,P39787544,4.3004,4,combination,brown,black,dark,,347
1172,ashlemeow,P39787544,4.3004,5,combination,blue,blonde,fair,,120
1173,XOSnicole,P39787544,4.3004,4,combination,brown,brunette,dark,,317
1174,ValJ525,P39787544,4.3004,4,combination,green,brunette,light,,011
1175,CierraMarcano,P39787544,4.3004,5,dry,brown,black,olive,,342
1176,maheenk,P39787544,4.3004,4,combination,brown,brunette,light,,311
1177,ericam93,P39787544,4.3004,1,combination,brown,black,medium,,343
1178,MamaOG1986,P39787544,4.3004,5,combination,brown,black,medium,,343
1179,MM128,P39787544,4.3004,2,combination,blue,blonde,light,,121
1180,Gabitha,P39787544,4.3004,2,combination,brown,brunette,fair,,310
1181,Caity14,P39787544,4.3004,5,combination,brown,brunette,light,,311
1182,finefinefine,P39787544,4.3004,5,dry,,brunette,porcelain,,415
1183,VTesoro,P39787544,4.3004,4,dry,brown,brunette,tan,over54,314
1184,trodriguez1,P39787544,4.3004,3,normal,brown,brunette,tan,,314
1185,lashesandlove,P39787544,4.3004,4,oily,brown,brunette,medium,,313
1186,XctasyJ,P39787544,4.3004,4,combination,brown,black,ebony,,348
1187,avanaomi,P39787544,4.3004,5,normal,hazel,brunette,medium,,213
1188,AyeeCami,P39787544,4.3004,5,combination,brown,black,ebony,,348
1189,Danzigz,P39787544,4.3004,5,oily,blue,blonde,fair,,120
1190,Mudblood30,P39787544,4.3004,5,combination,brown,black,dark,,347
1191,etooz,P39787544,4.3004,5,combination,brown,brunette,light,,311
1192,Rayvin520,P39787544,4.3004,5,dry,brown,black,ebony,,348
1193,Chacks,P39787544,4.3004,5,combination,brown,black,tan,,344
1194,RenFennell,P39787544,4.3004,5,oily,brown,brunette,deep,,316
1195,wilde08,P39787544,4.3004,4,combination,hazel,brunette,fair,,210
1196,Nadee,P39787544,4.3004,2,oily,brown,brunette,ebony,,318
1197,ShanaW2711,P39787544,4.3004,1,dry,brown,black,deep,,346
1198,GabbyMarie22,P39787544,4.3004,2,combination,brown,black,deep,,346
1199,Sh3lbunny,P39787544,4.3004,4,combination,brown,black,olive,,342
1200,Meggybear84,P384954,4.2997,5,combination,hazel,brunette,fair,25to34,210
